timestamp_et,epoch,ticker,open,high,low,close,volume
1984-12-01 00:00:00,470725200,PFE,1.6603419780731201,1.665282964706421,1.4873889684677124,1.5911610126495361,529374449
1985-03-01 00:00:00,478501200,PFE,1.6059850454330444,2.01118803024292,1.566452980041504,1.9765969514846802,768747970
1985-06-01 00:00:00,486446400,PFE,1.9864799976348877,2.1248419284820557,1.8481179475784302,1.9024749994277954,637876587
1985-09-01 00:00:00,494395200,PFE,1.9074159860610962,2.1297829151153564,1.7295219898223877,2.1100170612335205,726260809
1985-12-01 00:00:00,502261200,PFE,2.1050760746002197,2.2236719131469727,1.8283519744873047,2.1890809535980225,1020577238
1986-03-01 00:00:00,510037200,PFE,2.1989641189575195,2.5646350383758545,2.0457780361175537,2.4855709075927734,689675201
1986-06-01 00:00:00,517982400,PFE,2.490511894226074,2.880889892578125,2.3966240882873535,2.6881721019744873,654976681
1986-09-01 00:00:00,525931200,PFE,2.6931140422821045,2.6980550289154053,2.2236719131469727,2.4114480018615723,699363575
1986-12-01 00:00:00,533797200,PFE,2.4015650749206543,3.0439600944519043,2.3521509170532227,2.880889892578125,798850210
1987-03-01 00:00:00,541573200,PFE,2.880889892578125,3.0143110752105713,2.4114480018615723,2.5745179653167725,794018678
1987-06-01 00:00:00,549518400,PFE,2.5942840576171875,3.0241940021514893,2.5498099327087402,2.7968850135803223,644673615
1987-09-01 00:00:00,557467200,PFE,2.801826000213623,2.875948905944824,1.6998729705810547,1.823410987854004,909095236
1987-12-01 00:00:00,565333200,PFE,1.8580009937286377,2.1841399669647217,1.630692958831787,2.1495490074157715,882395311
1988-03-01 00:00:00,573195600,PFE,2.1347250938415527,2.3817989826202393,1.9074159860610962,2.0606019496917725,742789220
1988-06-01 00:00:00,581140800,PFE,2.0853099822998047,2.1446080207824707,1.9617730379104614,2.0062460899353027,628800380
1988-09-01 00:00:00,589089600,PFE,2.001305103302002,2.3817989826202393,1.9765969514846802,2.2434380054473877,510523875
1988-12-01 00:00:00,596955600,PFE,2.2434380054473877,2.3620340824127197,2.1347250938415527,2.1791980266571045,596408851
1989-03-01 00:00:00,604731600,PFE,2.1940228939056396,2.5399270057678223,2.1544909477233887,2.4114480018615723,567667535
1989-06-01 00:00:00,612676800,PFE,2.4114480018615723,2.7573530673980713,2.2286128997802734,2.7375869750976562,729698534
1989-09-01 00:00:00,620625600,PFE,2.752410888671875,2.969836950302124,2.490511894226074,2.930305004119873,729099020
1989-12-01 00:00:00,628491600,PFE,2.930305004119873,2.9945449829101562,2.1544909477233887,2.3323850631713867,1154919238
1990-03-01 00:00:00,636267600,PFE,2.3422679901123047,2.618990898132324,2.1742570400238037,2.6041669845581055,1022767872
1990-06-01 00:00:00,644212800,PFE,2.6288740634918213,3.0143110752105713,2.4658050537109375,2.8067679405212402,896442176
1990-09-01 00:00:00,652161600,PFE,2.791943073272705,3.202086925506592,2.6782889366149902,3.192203998565674,865355923
1990-12-01 00:00:00,660027600,PFE,3.211970090866089,4.224976062774658,2.9055979251861572,4.150854110717773,845564332
1991-03-01 00:00:00,667803600,PFE,4.131087779998779,4.783364772796631,3.9482529163360596,4.654885768890381,632529008
1991-06-01 00:00:00,675748800,PFE,4.575821876525879,5.2873969078063965,4.348514080047607,5.178684234619141,597314446
1991-09-01 00:00:00,683697600,PFE,5.198450088500977,5.7222490310668945,4.941493034362793,5.247865200042725,628930658
1991-12-01 00:00:00,691563600,PFE,5.178684234619141,6.878558158874512,5.178684234619141,5.8902587890625,816288006
1992-03-01 00:00:00,699426000,PFE,5.92979097366333,5.96932315826416,5.1490349769592285,5.900142192840576,670265584
1992-06-01 00:00:00,707371200,PFE,5.850727081298828,6.582067966461182,5.2775139808654785,6.107685089111328,619218253
1992-09-01 00:00:00,715320000,PFE,6.087919235229492,6.453589916229248,5.494939804077148,6.176866054534912,595505783
1992-12-01 00:00:00,723186000,PFE,6.107685089111328,6.31522798538208,4.150854110717773,4.615354061126709,1086356955
1993-03-01 00:00:00,730962000,PFE,4.664769172668457,5.830961227416992,4.506640911102295,5.6728339195251465,1045672136
1993-06-01 00:00:00,738907200,PFE,5.6827168464660645,5.979206085205078,4.3979291915893555,4.981025218963623,838757177
1993-09-01 00:00:00,746856000,PFE,4.951375961303711,5.4158759117126465,4.565938949584961,5.257748126983643,720374427
1993-12-01 00:00:00,754722000,PFE,5.317046165466309,5.564120769500732,4.447342872619629,4.585704803466797,757927604
1994-03-01 00:00:00,762498000,PFE,4.585704803466797,5.0996198654174805,4.2002692222595215,5.040322780609131,658705311
1994-06-01 00:00:00,770443200,PFE,5.010673999786377,5.504823207855225,4.674652099609375,5.3961100578308105,529168289
1994-09-01 00:00:00,778392000,PFE,5.376344203948975,6.176866054534912,5.050206184387207,6.117568016052246,717639932
1994-12-01 00:00:00,786258000,PFE,6.078035831451416,6.5919508934021,5.811194896697998,6.562302112579346,595830837
1995-03-01 00:00:00,794034000,PFE,6.552419185638428,7.175046920776367,6.334993839263916,6.967504978179932,809001493
1995-06-01 00:00:00,801979200,PFE,6.957622051239014,8.163346290588379,6.878558158874512,7.807559013366699,534350180
1995-09-01 00:00:00,809928000,PFE,7.570366859436035,9.863219261169434,7.352941036224365,9.171409606933594,537686719
1995-12-01 00:00:00,817794000,PFE,9.250473976135254,11.187540054321289,9.210942268371582,10.416666984558105,553558061
1996-03-01 00:00:00,825656400,PFE,10.515497207641602,11.444497108459473,9.724858283996582,11.187540054321289,575640835
1996-06-01 00:00:00,833601600,PFE,11.148008346557617,12.235136032104492,10.871283531188965,11.227070808410645,490208656
1996-09-01 00:00:00,841550400,PFE,11.187540054321289,14.429159164428711,11.068943977355957,14.172201156616211,454139091
1996-12-01 00:00:00,849416400,PFE,14.191967010498047,15.773244857788086,12.571157455444336,14.488456726074219,551815165
1997-03-01 00:00:00,857192400,PFE,14.251264572143555,16.4057559967041,13.124605178833008,16.287160873413086,619202443
1997-06-01 00:00:00,865137600,PFE,16.287160873413086,20.47754669189453,15.970904350280762,17.53241539001465,823299109
1997-09-01 00:00:00,873086400,PFE,17.868438720703125,23.67963218688965,17.07779884338379,23.00758934020996,581004219
1997-12-01 00:00:00,880952400,PFE,23.62033462524414,28.91761589050293,21.99952507019043,27.988615036010742,550641744
1998-03-01 00:00:00,888728400,PFE,28.146743774414062,38.504112243652344,26.604997634887695,33.14753341674805,1084623549
1998-06-01 00:00:00,896673600,PFE,33.16729736328125,38.14832305908203,29.332700729370117,29.41176414489746,835244201
1998-09-01 00:00:00,904622400,PFE,29.648956298828125,36.962364196777344,27.197975158691406,35.40085220336914,791305361
1998-12-01 00:00:00,912488400,PFE,34.847408294677734,42.654964447021484,34.35325622558594,41.7259635925293,583465203
1999-03-01 00:00:00,920264400,PFE,41.449241638183594,47.47786331176758,31.724382400512695,33.83934020996094,808834544
1999-06-01 00:00:00,928209600,PFE,34.15559768676758,38.60293960571289,29.92568016052246,35.815940856933594,805179271
1999-09-01 00:00:00,936158400,PFE,36.23102569580078,40.08538818359375,31.60578727722168,34.74857711791992,671181720
1999-12-01 00:00:00,944024400,PFE,34.274192810058594,35.993831634521484,28.462997436523438,30.479127883911133,727585160
2000-03-01 00:00:00,951886800,PFE,30.479127883911133,43.99905014038086,28.462997436523438,42.220115661621094,806670679
2000-06-01 00:00:00,959832000,PFE,43.34677505493164,46.72675323486328,39.61100769042969,40.93038558959961,758582346
2000-09-01 00:00:00,967780800,PFE,41.50853729248047,44.058349609375,37.35768508911133,42.04222106933594,791329287
2000-12-01 00:00:00,975646800,PFE,41.86432647705078,45.600093841552734,38.425048828125,42.694496154785156,902205555
2001-03-01 00:00:00,983422800,PFE,42.67552185058594,42.73244857788086,32.35293960571289,40.69260025024414,949598773
2001-06-01 00:00:00,991368000,PFE,40.32258224487305,42.694496154785156,35.284629821777344,36.34724807739258,767104045
2001-09-01 00:00:00,999316800,PFE,36.48007583618164,41.7836799621582,32.25806427001953,41.09108352661133,804662284
2001-12-01 00:00:00,1007182800,PFE,41.24288558959961,41.688804626464844,36.35673522949219,38.861480712890625,775714696
2002-03-01 00:00:00,1014958800,PFE,39.06072235107422,39.75332260131836,32.552181243896484,32.82732391357422,930019246
2002-06-01 00:00:00,1022904000,PFE,33.04553985595703,35.14231491088867,23.842504501342773,31.38519859313965,1459826785
2002-09-01 00:00:00,1030852800,PFE,30.388994216918945,32.25806427001953,25.616697311401367,29.91461181640625,1168307882
2002-12-01 00:00:00,1038718800,PFE,30.360530853271484,30.483871459960938,26.47058868408203,28.292219161987305,1106520293
2003-03-01 00:00:00,1046494800,PFE,28.48197364807129,32.0208740234375,26.888046264648438,29.430740356445312,1373407644
2003-06-01 00:00:00,1054440000,PFE,29.829221725463867,35.02846145629883,27.92220115661621,28.387096405029297,1387024372
2003-09-01 00:00:00,1062388800,PFE,28.60531234741211,32.73244857788086,27.988615036010742,31.850095748901367,1282380298
2003-12-01 00:00:00,1070254800,PFE,32.33396530151367,36.89753341674805,32.11574935913086,34.77229690551758,1138040371
2004-03-01 00:00:00,1078117200,PFE,35.23719024658203,36.0246696472168,31.783681869506836,33.52941131591797,1147174758
2004-06-01 00:00:00,1086062400,PFE,33.34914779663086,34.44022750854492,29.40227699279785,30.996204376220703,1030406844
2004-09-01 00:00:00,1094011200,PFE,30.882352828979492,31.356735229492188,25.18975257873535,26.347248077392578,1890274902
2004-12-01 00:00:00,1101877200,PFE,26.574953079223633,27.609107971191406,20.863378524780273,24.943073272705078,2721894079
2005-03-01 00:00:00,1109653200,PFE,25.170778274536133,27.457305908203125,24.09867286682129,26.47058868408203,1631112639
