timestamp_et,epoch,ticker,open,high,low,close,volume
2021-07-12 00:00:00,1626062400,AMZN,184.7100067138672,184.77000427246094,178.5229949951172,178.68150329589844,144580000
2021-07-19 00:00:00,1626667200,AMZN,176.62899780273438,183.3054962158203,174.95799255371094,182.83200073242188,301220000
2021-07-26 00:00:00,1627272000,AMZN,183.6584930419922,185.60400390625,165.3489990234375,166.37950134277344,510340000
2021-08-02 00:00:00,1627876800,AMZN,167.65499877929688,169.5500030517578,164.98849487304688,167.2469940185547,295324000
2021-08-09 00:00:00,1628481600,AMZN,167.1804962158203,167.89999389648438,163.48350524902344,164.69850158691406,237576000
2021-08-16 00:00:00,1629086400,AMZN,164.14999389648438,165.0,158.78799438476562,159.99749755859375,333064000
2021-08-23 00:00:00,1629691200,AMZN,160.59500122070312,167.61599731445312,160.50050354003906,167.48150634765625,240028000
2021-08-30 00:00:00,1630296000,AMZN,167.8715057373047,176.35000610351562,167.76100158691406,173.90249633789062,333558000
2021-09-06 00:00:00,1630900800,AMZN,173.89999389648438,177.49949645996094,173.14549255371094,173.45750427246094,218156000
2021-09-13 00:00:00,1631505600,AMZN,174.13999938964844,174.8979949951172,170.10049438476562,173.12600708007812,293272000
2021-09-20 00:00:00,1632110400,AMZN,169.8000030517578,171.46299743652344,165.25050354003906,171.2760009765625,287140000
2021-09-27 00:00:00,1632715200,AMZN,168.5749969482422,170.77850341796875,162.7969970703125,164.16299438476562,326112000
2021-10-04 00:00:00,1633320000,AMZN,163.96949768066406,166.28750610351562,158.8125,164.43099975585938,294652000
2021-10-11 00:00:00,1633924800,AMZN,163.75,170.52099609375,161.81399536132812,170.4510040283203,271266000
2021-10-18 00:00:00,1634529600,AMZN,169.41799926757812,173.14300537109375,166.56500244140625,166.77749633789062,254410000
2021-10-25 00:00:00,1635134400,AMZN,166.75,173.9499969482422,163.66600036621094,168.6215057373047,396426000
2021-11-01 00:00:00,1635739200,AMZN,168.08999633789062,178.3125,164.17750549316406,175.94949340820312,399674000
2021-11-08 00:00:00,1636347600,AMZN,176.16200256347656,180.2725067138672,172.3524932861328,176.25750732421875,327002000
2021-11-15 00:00:00,1636952400,AMZN,176.85000610351562,188.1074981689453,176.25750732421875,183.82850646972656,366946000
2021-11-22 00:00:00,1637557200,AMZN,183.81900024414062,185.67300415039062,175.20750427246094,175.22799682617188,277034000
2021-11-29 00:00:00,1638162000,AMZN,177.3820037841797,179.8000030517578,166.92999267578125,169.489501953125,365688000
2021-12-06 00:00:00,1638766800,AMZN,169.64999389648438,177.49949645996094,166.9344940185547,172.21200561523438,287276000
2021-12-13 00:00:00,1639371600,AMZN,172.0,174.16600036621094,165.19500732421875,170.0175018310547,340358000
2021-12-20 00:00:00,1639976400,AMZN,166.85000610351562,172.0500030517578,165.60000610351562,171.06849670410156,205152000
2021-12-27 00:00:00,1640581200,AMZN,171.03700256347656,172.9429931640625,166.55850219726562,166.7169952392578,234494000
